height,weight,rank
206,85,4th
136,62,6th
187,109,3rd
147,46,4th
181,62,2nd
141,49,5th
139,90,6th
187,51,4th
206,83,4th
179,90,2nd
176,78,2nd
144,102,5th
185,72,1st
200,58,4th
154,60,4th
199,52,4th
186,96,2nd
184,93,2nd
145,69,5th
190,91,2nd
137,106,6th
155,74,4th
151,71,4th
157,51,4th
150,64,4th
176,71,1st
156,81,4th
181,87,2nd
204,94,4th
172,63,1st
159,64,2nd
196,108,2nd
206,55,4th
138,76,6th
143,84,5th
205,96,4th
142,68,5th
191,76,1st
154,73,4th
143,102,5th
135,50,6th
198,79,1st
186,108,3rd
149,107,4th
193,72,2nd
203,86,1st
184,107,3rd
153,54,4th
171,105,4th
162,73,2nd
163,63,1st
151,49,4th
157,64,4th
195,72,2nd
158,68,4th
178,47,4th
198,66,3rd
143,52,5th
184,92,2nd
143,84,5th
160,65,2nd
168,66,1st
183,48,4th
144,84,5th
192,87,1st
142,100,5th
160,87,3rd
205,88,4th
197,101,2nd
137,45,6th
145,60,5th
138,94,6th
138,70,6th
187,99,2nd
149,92,4th
204,87,4th
182,66,2nd
141,84,5th
141,84,5th
176,77,1st
204,106,4th
155,51,4th
153,102,4th
160,65,2nd
135,64,6th
181,72,1st
154,56,4th
151,73,4th
197,101,2nd
193,77,1st
177,110,4th
201,88,1st
160,49,2nd
203,101,1st
194,84,1st
151,64,4th
165,103,4th
144,72,5th
144,49,5th
197,104,2nd
175,53,3rd
181,45,4th
159,68,2nd
139,85,6th
156,82,4th
196,73,2nd
196,89,1st
191,63,3rd
154,67,4th
194,53,4th
156,45,4th
188,64,3rd
196,80,1st
149,76,4th
139,90,6th
182,103,3rd
169,49,3rd
147,50,4th
169,69,1st
194,87,1st
191,75,1st
180,60,2nd
193,105,2nd
198,68,3rd
163,56,1st
160,100,4th
160,90,4th
181,71,1st
163,81,3rd
145,61,5th
145,53,5th
197,52,4th
155,92,4th
139,70,6th
168,80,2nd
182,106,3rd
195,78,1st
197,59,4th
189,90,2nd
152,64,4th
195,56,4th
167,59,1st
160,51,2nd
172,93,3rd
142,64,5th
194,93,1st
181,62,2nd
182,54,3rd
138,58,6th
157,105,4th
159,59,1st
181,88,2nd
153,100,4th
174,90,2nd
162,58,1st
181,89,2nd
135,52,6th
158,97,4th
178,64,1st
137,45,6th
183,93,2nd
195,72,2nd
151,54,4th
136,57,6th
138,57,6th
178,60,2nd
173,55,3rd
178,109,3rd
197,86,1st
149,52,4th
197,56,4th
190,53,4th
200,78,2nd
137,103,6th
177,88,2nd
173,93,3rd
151,56,4th
164,104,4th
198,88,1st
158,55,4th
165,62,1st
176,79,2nd
169,79,2nd
161,65,2nd
178,100,3rd
152,95,4th
203,69,3rd
152,81,4th
180,74,1st
143,76,5th
138,76,6th
136,61,6th
157,110,4th
149,58,4th
173,61,1st
179,99,3rd
135,95,6th
143,56,5th
178,93,2nd
144,49,5th
182,71,1st
160,85,3rd
181,90,2nd
188,49,4th
170,62,1st
195,85,1st
191,105,2nd
160,109,4th
185,45,4th
203,102,1st
179,101,3rd
166,70,2nd
183,65,2nd
139,58,6th
202,95,1st
185,77,1st
147,95,4th
173,53,3rd
166,79,2nd
152,95,4th
160,68,2nd
179,54,3rd
181,94,2nd
172,86,2nd
155,79,4th
189,77,1st
160,79,3rd
173,89,2nd
140,93,6th
176,62,1st
176,53,3rd
144,81,5th
154,85,4th
139,88,6th
153,97,4th
139,105,6th
196,69,3rd
164,104,4th
178,54,3rd
147,77,4th
192,75,1st
164,58,1st
168,86,3rd
184,104,3rd
199,52,4th
153,56,4th
200,64,3rd
151,59,4th
173,51,3rd
151,57,4th
190,81,1st
193,86,1st
160,58,1st
173,57,2nd
168,84,2nd
180,86,2nd
157,69,4th
206,47,4th
154,105,4th
148,80,4th
188,102,2nd
184,50,4th
170,56,2nd
175,51,3rd
157,95,4th
177,97,3rd
194,87,1st
157,92,4th
163,81,3rd
150,50,4th
137,48,6th
204,60,4th
196,99,2nd
174,56,3rd
151,94,4th
141,102,5th
160,61,1st
179,45,4th
186,96,2nd
140,104,6th
140,86,6th
191,47,4th
146,68,4th
186,68,2nd
167,92,3rd
163,80,3rd
191,103,2nd
188,59,3rd
146,82,4th
198,50,4th
145,94,5th
188,87,1st
144,45,5th
174,65,1st
167,62,1st
174,90,2nd
152,48,4th
135,78,6th
180,72,1st
151,76,4th
199,61,4th
154,93,4th
167,79,2nd
179,82,2nd
159,57,1st
171,80,2nd
161,82,3rd
187,92,2nd
148,65,4th
139,46,6th
177,73,1st
187,53,4th
180,72,1st
194,58,4th
170,88,3rd
195,71,2nd
183,90,2nd
186,49,4th
182,58,3rd
203,67,3rd
186,107,3rd
186,91,2nd
205,101,4th
160,101,4th
160,55,1st
167,75,2nd
170,83,2nd
198,52,4th
201,81,1st
157,98,4th
160,82,3rd
137,109,6th
172,75,2nd
189,45,4th
152,103,4th
149,98,4th
174,49,3rd
153,66,4th
195,57,4th
166,80,2nd
148,105,4th
193,81,1st
175,77,2nd
146,46,4th
162,67,2nd
142,98,5th
137,90,6th
170,70,1st
141,76,5th
190,97,2nd
159,60,1st
169,51,3rd
144,90,5th
136,107,6th
176,64,1st
136,86,6th
189,105,2nd
186,85,1st
205,48,4th
188,51,4th
135,95,6th
180,47,4th
139,107,6th
142,104,5th
148,84,4th
169,65,1st
205,56,4th
178,80,2nd
172,61,1st
184,61,3rd
169,100,4th
153,59,4th
193,89,1st
156,80,4th
155,57,4th
188,98,2nd
184,88,2nd
206,98,4th
175,78,2nd
199,52,4th
190,84,1st
180,109,3rd
175,105,3rd
164,85,3rd
163,109,4th
164,54,1st
178,51,3rd
180,61,2nd
177,101,3rd
206,87,4th
191,88,1st
193,82,1st
180,103,3rd
189,80,1st
182,52,4th
149,95,4th
198,106,2nd
143,104,5th
169,104,4th
148,97,4th
154,109,4th
192,55,4th
181,93,2nd
168,72,2nd
180,82,2nd
166,73,2nd
193,81,1st
171,82,2nd
138,91,6th
139,53,6th
146,74,4th
191,98,2nd
199,69,3rd
152,82,4th
174,95,3rd
144,50,5th
156,47,4th
182,105,3rd
154,108,4th
148,68,4th
151,45,4th
185,71,1st
163,58,1st
191,102,2nd
180,108,3rd
168,79,2nd
189,68,2nd
154,82,4th
173,84,2nd
202,82,1st
171,109,4th
202,52,4th
172,104,4th
177,84,2nd
192,47,4th
170,50,3rd
204,71,4th
186,106,3rd
170,46,4th
167,108,4th
170,77,2nd
173,82,2nd
175,49,3rd
191,106,2nd
155,101,4th
192,90,1st
177,90,2nd
175,104,3rd
165,94,3rd
166,87,3rd
184,59,3rd
141,86,5th
190,83,1st
157,65,4th
194,97,2nd
152,78,4th
177,105,3rd
141,46,5th
181,73,1st
206,97,4th
138,86,6th
167,52,2nd
153,59,4th
171,97,3rd
191,104,2nd
149,89,4th
185,59,3rd
136,110,6th
184,94,2nd
149,87,4th
151,94,4th
170,106,4th
162,78,2nd
154,52,4th
175,86,2nd
155,105,4th
186,110,3rd
150,71,4th
186,77,1st
171,90,3rd
137,99,6th
148,85,4th
184,66,2nd
152,84,4th
163,108,4th
186,49,4th
159,56,1st
194,80,1st
186,110,3rd
149,96,4th
163,90,3rd
164,91,3rd
171,106,4th
195,62,3rd
186,108,3rd
140,97,6th
178,109,3rd
161,109,4th
137,79,6th
152,78,4th
198,67,3rd
183,94,2nd
177,56,3rd
206,110,4th
147,46,4th
190,88,1st
182,73,1st
177,45,4th
150,59,4th
156,86,4th
139,49,6th
184,110,3rd
169,71,1st
153,102,4th
186,107,3rd
143,45,5th
180,47,4th
163,48,3rd
136,45,6th
138,49,6th
168,81,2nd
188,79,1st
172,65,1st
141,88,5th
154,71,4th
199,99,1st
153,66,4th
176,75,1st
140,50,6th
165,105,4th
205,45,4th
190,101,2nd
175,55,3rd
144,110,5th
171,109,4th
136,48,6th
195,92,1st
188,67,2nd
203,79,2nd
161,49,2nd
136,55,6th
171,45,4th
148,64,4th
206,102,4th
137,106,6th
143,95,5th
185,50,4th
138,57,6th
204,88,4th
187,57,3rd
153,95,4th
187,96,2nd
198,64,3rd
186,47,4th
180,84,2nd
197,57,4th
137,110,6th
160,107,4th
169,63,1st
204,45,4th
196,49,4th
144,81,5th
179,53,3rd
205,103,4th
167,48,3rd
205,100,4th
193,54,4th
181,84,2nd
146,54,4th
162,59,1st
164,56,1st
178,106,3rd
155,47,4th
180,71,1st
186,87,2nd
161,75,2nd
159,89,4th
191,95,2nd
146,48,4th
152,97,4th
195,79,1st
182,49,4th
184,92,2nd
171,99,3rd
194,104,2nd
150,57,4th
206,82,4th
203,81,2nd
177,54,3rd
191,63,3rd
189,50,4th
196,61,4th
196,65,3rd
176,102,3rd
171,96,3rd
146,53,4th
155,65,4th
172,105,4th
145,81,5th
180,102,3rd
175,92,3rd
156,69,4th
198,74,2nd
163,65,1st
166,55,2nd
151,71,4th
183,105,3rd
166,77,2nd
179,97,3rd
140,62,6th
194,107,2nd
174,90,2nd
158,100,4th
197,108,2nd
174,93,3rd
185,76,1st
147,68,4th
204,81,4th
169,58,1st
182,46,4th
152,46,4th
199,93,1st
167,58,1st
190,59,3rd
149,92,4th
168,104,4th
199,47,4th
146,77,4th
202,100,1st
158,54,4th
150,100,4th
171,52,3rd
195,80,1st
155,81,4th
171,92,3rd
204,91,4th
160,95,4th
200,98,1st
167,108,4th
194,67,3rd
148,88,4th
140,70,6th
177,46,4th
146,81,4th
206,69,4th
146,98,4th
145,87,5th
177,75,1st
158,94,4th
177,81,2nd
205,73,4th
152,76,4th
144,104,5th
178,75,1st
160,96,4th
166,48,3rd
139,47,6th
171,91,3rd
155,97,4th
155,98,4th
202,109,2nd
146,50,4th
180,49,4th
154,45,4th
175,52,3rd
165,77,2nd
199,110,2nd
159,49,2nd
161,94,4th
141,81,5th
152,88,4th
159,48,2nd
145,91,5th
202,76,2nd
170,45,4th
200,72,3rd
178,45,4th
166,95,3rd
201,57,4th
193,77,1st
135,110,6th
204,50,4th
141,55,5th
193,85,1st
146,96,4th
178,108,3rd
206,72,4th
169,82,2nd
136,109,6th
194,57,4th
192,104,2nd
158,76,4th
178,103,3rd
206,80,4th
141,78,5th
168,109,4th
195,55,4th
200,69,3rd
200,66,3rd
135,48,6th
187,102,2nd
148,90,4th
176,57,3rd
149,59,4th
165,55,1st
170,102,4th
196,54,4th
199,60,4th
192,82,1st
153,58,4th
197,63,3rd
194,67,3rd
154,110,4th
160,78,3rd
180,68,1st
163,98,4th
149,93,4th
202,66,3rd
183,90,2nd
156,104,4th
193,59,4th
151,57,4th
139,67,6th
154,89,4th
188,50,4th
205,77,4th
195,71,2nd
138,88,6th
200,71,3rd
150,82,4th
204,48,4th
186,85,1st
146,70,4th
164,84,3rd
166,97,4th
193,96,2nd
140,62,6th
196,61,4th
172,100,3rd
143,53,5th
175,90,2nd
186,48,4th
173,78,2nd
205,61,4th
145,73,5th
186,62,3rd
190,46,4th
195,74,2nd
159,98,4th
154,98,4th
203,82,2nd
195,49,4th
182,82,1st
196,54,4th
158,78,4th
139,71,6th
135,45,6th
172,76,2nd
197,73,2nd
164,54,1st
202,67,3rd
142,94,5th
200,110,2nd
186,50,4th
139,51,6th
165,56,1st
143,57,5th
164,98,4th
144,62,5th
195,82,1st
136,52,6th
196,51,4th
180,55,3rd
157,105,4th
157,99,4th
171,110,4th
166,79,2nd
154,107,4th
168,104,4th
178,83,2nd
195,85,1st
149,58,4th
144,93,5th
205,47,4th
136,52,6th
143,66,5th
202,70,3rd
147,96,4th
160,106,4th
155,65,4th
175,64,1st
168,83,2nd
159,69,2nd
192,49,4th
206,59,4th
174,59,2nd
199,69,3rd
206,109,4th
142,110,5th
149,88,4th
137,83,6th
155,81,4th
143,105,5th
204,49,4th
136,47,6th
164,50,2nd
163,46,3rd
169,45,4th
140,92,6th
197,78,1st
149,102,4th
139,80,6th
192,50,4th
159,50,2nd
193,73,2nd
203,73,3rd
166,90,3rd
163,105,4th
197,45,4th
137,78,6th
146,81,4th
137,58,6th
161,83,3rd
168,62,1st
175,60,2nd
179,108,3rd
167,75,2nd
137,78,6th
172,100,3rd
161,103,4th
205,81,4th
200,88,1st
165,102,4th
186,69,2nd
194,99,2nd
142,105,5th
196,50,4th
178,93,2nd
197,89,1st
168,56,2nd
140,65,6th
138,91,6th
169,100,4th
192,78,1st
169,69,1st
199,85,1st
176,75,1st
149,78,4th
145,69,5th
188,46,4th
171,88,3rd
142,57,5th
158,91,4th
155,104,4th
198,101,2nd
148,53,4th
190,64,3rd
137,97,6th
199,86,1st
159,91,4th
151,55,4th
195,105,2nd
192,76,1st
184,90,2nd
149,84,4th
177,50,4th
202,57,4th
183,83,1st
190,74,1st
191,60,3rd
194,46,4th
165,85,3rd
189,52,4th
193,46,4th
137,70,6th
155,75,4th
155,106,4th
175,54,3rd
189,81,1st
176,59,2nd
138,103,6th
161,45,3rd
139,107,6th
193,48,4th
173,45,4th
173,73,1st
163,77,2nd
153,52,4th
171,47,3rd
190,56,4th
147,107,4th
194,49,4th
156,57,4th
169,79,2nd
183,97,2nd
196,57,4th
178,79,1st
204,76,4th
195,56,4th
147,56,4th
152,72,4th
163,99,4th
139,93,6th
197,83,1st
172,100,3rd
194,51,4th
140,58,6th
205,55,4th
199,46,4th
160,61,1st
201,68,3rd
135,103,6th
203,62,4th
187,53,4th
152,87,4th
145,57,5th
148,74,4th
149,83,4th
153,56,4th
170,80,2nd
159,108,4th
137,84,6th
161,109,4th
172,61,1st
193,51,4th
161,82,3rd
198,51,4th
200,88,1st
199,108,2nd
149,76,4th
183,76,1st
145,45,5th
140,81,6th
139,86,6th
191,89,1st
189,53,4th
152,89,4th
157,87,4th
146,71,4th
183,110,3rd
196,88,1st
165,67,1st
203,66,3rd
160,105,4th
140,49,6th
170,54,2nd
185,50,4th
196,74,2nd
182,93,2nd
165,86,3rd
169,99,3rd
168,61,1st
151,103,4th
198,83,1st
202,67,3rd
201,79,2nd
184,73,1st
144,85,5th
191,47,4th
164,58,1st
195,62,3rd
145,48,5th
168,61,1st
182,54,3rd
139,89,6th
199,75,2nd
137,99,6th
142,78,5th
187,100,2nd
154,92,4th
167,52,2nd
178,98,3rd
178,65,1st
190,105,2nd
185,92,2nd
151,91,4th
165,77,2nd
196,86,1st
138,56,6th
149,89,4th
153,62,4th
203,106,2nd
146,53,4th
201,64,4th
164,64,1st
166,45,3rd
168,70,1st
145,108,5th
188,57,3rd
137,64,6th
160,70,2nd
203,95,1st
179,50,4th
183,86,2nd
156,103,4th
184,66,2nd
203,105,2nd
178,50,4th
203,107,2nd
147,61,4th
201,100,1st
149,88,4th
184,100,2nd
154,56,4th
137,49,6th
202,51,4th
167,56,1st
202,50,4th
145,50,5th
181,69,1st
148,55,4th
174,86,2nd
165,74,2nd
201,70,3rd
150,75,4th
180,95,2nd
137,70,6th
144,47,5th
190,58,3rd
183,64,2nd
142,107,5th
164,49,3rd
187,54,4th
198,57,4th
168,54,2nd
143,107,5th
143,107,5th
197,70,3rd
179,85,2nd
140,110,6th
164,88,3rd
148,72,4th
199,99,1st
165,62,1st
151,100,4th
185,107,3rd
154,80,4th
205,63,4th
160,50,2nd
152,53,4th
152,49,4th
160,78,3rd
182,97,2nd
145,102,5th
149,92,4th
206,46,4th
206,60,4th
184,74,1st
163,51,2nd
201,67,3rd
185,92,2nd
161,73,2nd
183,52,4th
188,46,4th
148,80,4th
202,90,1st
188,45,4th
167,58,1st
150,82,4th
142,72,5th
171,78,2nd
174,47,4th
176,110,4th
206,86,4th
147,65,4th
135,89,6th
147,78,4th
194,95,2nd
182,46,4th
136,72,6th
205,109,4th
145,77,5th
137,46,6th
202,76,2nd
192,89,1st
152,102,4th
191,102,2nd
150,108,4th
183,58,3rd
193,70,2nd
164,86,3rd
148,66,4th
167,84,3rd
174,45,4th
188,57,3rd
142,56,5th
188,108,3rd
185,63,3rd
179,52,3rd
201,88,1st
159,69,2nd
159,46,3rd
191,78,1st
139,67,6th
135,59,6th
142,69,5th
167,65,1st
199,64,3rd
174,85,2nd
159,91,4th
138,58,6th
204,107,4th
168,99,4th
140,77,6th
175,57,2nd
160,52,1st
171,84,2nd
172,46,4th
158,102,4th
168,110,4th
172,65,1st
199,54,4th
160,92,4th
162,74,2nd
143,87,5th
144,48,5th
178,49,4th
203,54,4th
173,58,2nd
205,90,4th
171,94,3rd
160,100,4th
192,98,2nd
142,92,5th
171,102,3rd
176,47,4th
158,81,4th
143,88,5th
151,80,4th
201,56,4th
143,63,5th
154,52,4th
198,86,1st
180,84,2nd
189,68,2nd
197,46,4th
175,77,2nd
206,103,4th
164,91,3rd
180,64,2nd
145,95,5th
151,109,4th
200,59,4th
167,51,3rd
148,87,4th
202,74,3rd
178,48,4th
200,70,3rd
178,62,2nd
176,51,3rd
194,77,1st
176,64,1st
201,97,1st
202,58,4th
200,68,3rd
191,94,2nd
151,75,4th
185,53,4th
183,104,3rd
194,89,1st
205,67,4th
199,74,2nd
177,62,2nd
166,46,3rd
194,94,1st
169,99,3rd
163,92,3rd
143,75,5th
200,61,4th
196,97,2nd
160,84,3rd
170,107,4th
184,91,2nd
171,97,3rd
154,48,4th
138,55,6th
193,75,1st
203,78,2nd
172,50,3rd
183,63,2nd
174,45,4th
153,106,4th
156,104,4th
160,75,2nd
163,47,3rd
137,98,6th
191,61,3rd
185,107,3rd
159,96,4th
161,48,2nd
182,79,1st
166,92,3rd
206,71,4th
147,63,4th
203,54,4th
147,86,4th
162,83,3rd
176,107,3rd
201,95,1st
145,103,5th
195,85,1st
180,88,2nd
139,81,6th
185,45,4th
182,107,3rd
202,94,1st
164,94,3rd
193,103,2nd
164,76,2nd
205,80,4th
181,85,2nd
200,87,1st
135,45,6th
197,86,1st
160,88,3rd
161,91,4th
186,89,2nd
177,94,3rd
177,55,3rd
150,80,4th
169,68,1st
158,64,4th
173,81,2nd
173,97,3rd
198,46,4th
201,109,2nd
181,63,2nd
185,98,2nd
199,49,4th
192,96,2nd
176,53,3rd
195,85,1st
141,75,5th
193,109,2nd
157,96,4th
185,83,1st
136,67,6th
154,55,4th
137,56,6th
190,57,4th
172,106,4th
193,106,2nd
155,85,4th
135,108,6th
202,68,3rd
163,93,4th
138,45,6th
192,56,4th
167,96,3rd
189,73,1st
164,100,4th
202,86,1st
135,61,6th
183,68,1st
175,82,2nd
159,100,4th
138,78,6th
194,79,1st
172,104,4th
200,46,4th
163,60,1st
166,62,1st
184,92,2nd
183,96,2nd
187,98,2nd
180,67,1st
139,98,6th
192,54,4th
192,72,2nd
171,89,3rd
203,66,3rd
197,57,4th
173,107,4th
179,86,2nd
169,70,1st
202,65,4th
192,72,2nd
199,55,4th
205,49,4th
194,47,4th
194,100,2nd
206,80,4th
147,110,4th
141,61,5th
205,61,4th
172,108,4th
206,70,4th
137,101,6th
156,67,4th
189,83,1st
204,53,4th
178,104,3rd
138,72,6th
188,86,1st
203,60,4th
141,72,5th
183,96,2nd
162,84,3rd
205,83,4th
141,53,5th
165,100,4th
138,83,6th
197,47,4th
142,81,5th
135,56,6th
157,75,4th
165,87,3rd
173,72,1st
161,80,3rd
144,81,5th
172,72,1st
169,75,2nd
143,85,5th
200,58,4th
173,75,2nd
157,91,4th
175,65,1st
198,79,1st
204,45,4th
135,82,6th
156,45,4th
165,103,4th
161,55,1st
196,45,4th
182,103,3rd
187,69,2nd
182,105,3rd
154,68,4th
160,92,4th
145,65,5th
200,97,1st
180,94,2nd
202,63,4th
158,64,4th
136,77,6th
169,102,4th
200,106,2nd
178,67,1st
188,99,2nd
153,63,4th
152,98,4th
137,101,6th
206,57,4th
158,51,4th
203,47,4th
182,80,1st
167,70,2nd
156,80,4th
144,83,5th
135,59,6th
157,94,4th
149,88,4th
190,63,3rd
160,105,4th
191,86,1st
193,109,2nd
181,70,1st
186,81,1st
154,99,4th
174,69,1st
187,55,4th
157,90,4th
138,98,6th
200,71,3rd
166,66,1st
185,85,1st
196,108,2nd
197,100,2nd
185,46,4th
149,88,4th
173,66,1st
170,94,3rd
176,63,1st
193,84,1st
179,72,1st
151,52,4th
153,75,4th
158,87,4th
172,68,1st
186,50,4th
137,57,6th
198,63,3rd
141,83,5th
144,65,5th
151,56,4th
152,102,4th
142,62,5th
196,46,4th
178,101,3rd
139,69,6th
152,66,4th
206,72,4th
191,60,3rd
186,64,3rd
201,86,1st
168,91,3rd
160,94,4th
201,91,1st
145,105,5th
140,72,6th
138,72,6th
149,67,4th
162,89,3rd
186,64,3rd
165,76,2nd
192,82,1st
166,54,2nd
199,72,3rd
153,82,4th
200,77,2nd
185,74,1st
190,90,1st
159,77,3rd
188,107,3rd
162,74,2nd
169,108,4th
155,47,4th
182,89,2nd
160,53,1st
191,62,3rd
205,109,4th
141,47,5th
154,57,4th
165,49,3rd
192,103,2nd
195,83,1st
153,66,4th
183,105,3rd
154,99,4th
184,59,3rd
155,88,4th
187,74,1st
186,80,1st
196,71,3rd
205,84,4th
202,73,3rd
136,84,6th
193,107,2nd
181,70,1st
193,106,2nd
191,85,1st
205,97,4th
204,99,4th
194,53,4th
147,71,4th
181,91,2nd
195,93,1st
202,84,1st
141,91,5th
149,78,4th
196,46,4th
166,72,2nd
185,101,2nd
156,94,4th
181,53,3rd
201,94,1st
151,50,4th
189,95,2nd
165,98,4th
188,89,2nd
195,65,3rd
184,85,2nd
163,89,3rd
147,106,4th
175,88,2nd
158,60,4th
184,106,3rd
201,90,1st
154,81,4th
151,110,4th
199,61,4th
183,95,2nd
159,55,1st
166,63,1st
176,86,2nd
155,54,4th
168,70,1st
167,100,4th
158,70,4th
205,64,4th
160,65,2nd
157,82,4th
188,79,1st
136,89,6th
195,105,2nd
195,107,2nd
151,77,4th
172,46,4th
200,82,1st
192,80,1st
150,105,4th
176,45,4th
191,51,4th
167,110,4th
195,54,4th
205,87,4th
181,65,2nd
167,77,2nd
145,55,5th
160,100,4th
162,103,4th
187,86,1st
180,51,4th
171,61,1st
201,105,2nd
161,60,1st
184,65,2nd
171,78,2nd
152,68,4th
168,92,3rd
145,48,5th
157,75,4th
200,68,3rd
202,75,3rd
197,53,4th
197,86,1st
187,61,3rd
172,71,1st
195,56,4th
153,109,4th
190,75,1st
183,107,3rd
136,54,6th
203,61,4th
136,49,6th
170,92,3rd
159,106,4th
149,106,4th
150,65,4th
139,68,6th
202,62,4th
147,110,4th
180,81,2nd
173,82,2nd
167,107,4th
143,92,5th
170,67,1st
194,49,4th
145,90,5th
141,84,5th
153,45,4th
163,99,4th
155,61,4th
183,103,3rd
162,66,2nd
154,109,4th
193,95,2nd
164,91,3rd
193,45,4th
146,83,4th
135,67,6th
206,83,4th
183,78,1st
169,83,2nd
151,62,4th
137,88,6th
173,78,2nd
196,82,1st
168,68,1st
145,68,5th
206,50,4th
187,79,1st
167,76,2nd
177,51,3rd
142,80,5th
174,91,3rd
205,104,4th
154,75,4th
146,60,4th
193,60,3rd
192,71,2nd
150,65,4th
146,81,4th
206,88,4th
200,107,2nd
149,106,4th
135,64,6th
157,97,4th
169,67,1st
153,50,4th
146,99,4th
144,98,5th
150,74,4th
194,68,3rd
184,66,2nd
196,77,1st
192,64,3rd
204,52,4th
185,89,2nd
180,86,2nd
193,68,3rd
197,84,1st
170,52,3rd
197,80,1st
160,80,3rd
203,62,4th
152,53,4th
145,107,5th
152,91,4th
179,104,3rd
147,52,4th
177,45,4th
200,47,4th
177,85,2nd
147,103,4th
188,76,1st
146,72,4th
203,87,1st
159,102,4th
188,49,4th
165,98,4th
202,86,1st
188,89,2nd
180,84,2nd
178,50,4th
201,96,1st
184,57,3rd
201,93,1st
139,104,6th
206,58,4th
186,85,1st
165,97,4th
162,58,1st
141,75,5th
160,72,2nd
163,87,3rd
185,59,3rd
196,74,2nd
165,59,1st
146,54,4th
189,48,4th
143,68,5th
167,99,4th
161,69,2nd
196,58,4th
173,74,1st
185,92,2nd
180,82,2nd
194,80,1st
200,72,3rd
135,72,6th
168,54,2nd
167,89,3rd
148,109,4th
184,65,2nd
157,90,4th
184,89,2nd
152,108,4th
153,108,4th
195,56,4th
155,60,4th
157,48,4th
187,68,2nd
199,67,3rd
194,98,2nd
163,106,4th
153,76,4th
173,84,2nd
202,62,4th
199,104,2nd
192,104,2nd
149,56,4th
201,69,3rd
188,94,2nd
159,73,2nd
168,93,3rd
190,86,1st
138,85,6th
137,50,6th
206,76,4th
187,96,2nd
156,83,4th
197,90,1st
144,110,5th
142,52,5th
140,51,6th
161,65,2nd
144,109,5th
139,110,6th
178,49,4th
149,66,4th
148,64,4th
143,91,5th
141,109,5th
176,71,1st
187,68,2nd
191,71,2nd
206,54,4th
196,92,1st
139,53,6th
188,53,4th
174,83,2nd
190,79,1st
144,92,5th
160,79,3rd
191,98,2nd
158,71,4th
180,82,2nd
152,49,4th
150,65,4th
163,55,1st
162,52,2nd
161,77,2nd
197,77,2nd
163,70,2nd
137,103,6th
183,78,1st
203,72,3rd
153,89,4th
201,62,4th
162,45,3rd
168,49,3rd
180,48,4th
183,65,2nd
167,85,3rd
168,58,1st
137,92,6th
176,50,3rd
153,90,4th
177,47,4th
149,100,4th
161,110,4th
142,84,5th
196,51,4th
196,109,2nd
170,65,1st
143,59,5th
174,63,1st
168,99,4th
165,80,2nd
165,92,3rd
181,89,2nd
176,80,2nd
205,74,4th
143,47,5th
193,83,1st
154,75,4th
189,95,2nd
152,110,4th
178,78,1st
194,98,2nd
172,103,3rd
153,50,4th
155,104,4th
137,52,6th
189,62,3rd
167,73,2nd
141,70,5th
144,77,5th
170,105,4th
203,101,1st
170,67,1st
193,57,4th
143,64,5th
202,95,1st
151,80,4th
189,50,4th
175,57,2nd
159,77,3rd
152,79,4th
169,69,1st
181,65,2nd
166,102,4th
174,78,2nd
141,54,5th
157,82,4th
170,55,2nd
166,101,4th
181,99,3rd
175,57,2nd
193,93,1st
187,79,1st
174,80,2nd
180,99,3rd
143,82,5th
181,69,1st
190,105,2nd
136,92,6th
191,81,1st
199,89,1st
188,60,3rd
177,77,1st
159,53,1st
161,86,3rd
158,78,4th
206,77,4th
202,61,4th
194,60,4th
182,100,3rd
202,60,4th
174,52,3rd
